year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12280	360	Lock Haven	-	Totals	-	-	-	-	-	600:00	62	192	32.29	10	43	23.26	37	54	68.52	171	57.00	45	71	116	38.67	27	49	25	1	62	3	2	 	 
2016	12280	360	Lock Haven	-	Opponent Totals	-	-	-	-	-	600:00	69	168	41.07	10	45	22.22	49	63	77.78	197	65.67	32	92	124	41.33	32	54	26	9	55	3	1	 	 
2016	12280	30177	Lubbock Christian	-	Totals	-	-	-	-	-	600:00	78	161	48.45	24	51	47.06	49	65	75.38	229	76.33	28	112	140	46.67	47	47	21	16	57	3	 	 	 
2016	12280	30177	Lubbock Christian	-	Opponent Totals	-	-	-	-	-	600:00	54	191	28.27	10	55	18.18	24	50	48.00	142	47.33	34	65	99	33.00	23	39	22	5	56	3	 	 	 
2016	12280	20794	Lynn	-	Totals	-	-	-	-	-	800:00	90	251	35.86	14	66	21.21	61	95	64.21	255	63.75	61	82	143	35.75	49	77	36	5	81	4	1	 	 
2016	12280	20794	Lynn	-	Opponent Totals	-	-	-	-	-	800:00	108	228	47.37	11	39	28.21	69	101	68.32	296	74.00	53	115	168	42.00	52	89	36	24	87	4	1	 	 
2016	12280	413	MSU Denver	-	Totals	-	-	-	-	-	824:00	93	239	38.91	9	45	20.00	46	66	69.70	241	60.25	45	97	142	35.50	39	58	22	2	74	4	2	 	 
2016	12280	413	MSU Denver	-	Opponent Totals	-	-	-	-	-	825:00	105	242	43.39	26	67	38.81	54	79	68.35	290	72.50	55	108	163	40.75	57	49	29	10	71	4	2	 	 
2016	12280	30137	Malone	-	Totals	-	-	-	-	-	625:00	74	178	41.57	39	92	42.39	46	61	75.41	233	77.67	32	76	108	36.00	44	37	31	15	35	3	1	 	 
2016	12280	30137	Malone	-	Opponent Totals	-	-	-	-	-	625:00	66	175	37.71	33	89	37.08	19	25	76.00	184	61.33	36	78	114	38.00	40	60	20	2	58	3	3	 	 
2016	12280	384	Mansfield	-	Totals	-	-	-	-	-	400:00	44	105	41.90	9	25	36.00	37	55	67.27	134	67.00	29	44	73	36.50	23	42	19	6	38	2	 	 	 
2016	12280	384	Mansfield	-	Opponent Totals	-	-	-	-	-	400:00	57	115	49.57	13	31	41.94	27	44	61.36	154	77.00	23	40	63	31.50	23	34	28	6	48	2	1	 	 
2016	12280	1199	Mars Hill	-	Totals	-	-	-	-	-	600:00	69	169	40.83	12	56	21.43	33	55	60.00	183	61.00	31	74	105	35.00	48	64	34	11	57	3	1	 	 
2016	12280	1199	Mars Hill	-	Opponent Totals	-	-	-	-	-	600:00	69	171	40.35	20	52	38.46	37	61	60.66	195	65.00	39	76	115	38.33	50	66	34	3	60	3	1	 	 
2016	12280	30075	Mary	-	Totals	-	-	-	-	-	600:00	61	160	38.12	19	62	30.65	32	51	62.75	173	57.67	31	66	97	32.33	34	47	23	16	51	3	 	 	 
2016	12280	30075	Mary	-	Opponent Totals	-	-	-	-	-	600:00	61	168	36.31	17	59	28.81	34	48	70.83	173	57.67	32	69	101	33.67	38	50	19	8	51	3	2	 	 
2016	12280	395	Maryville (MO)	-	Totals	-	-	-	-	-	400:00	61	142	42.96	12	39	30.77	36	40	90.00	170	85.00	38	53	91	45.50	42	27	33	10	29	2	 	 	 
2016	12280	395	Maryville (MO)	-	Opponent Totals	-	-	-	-	-	400:00	42	118	35.59	6	19	31.58	15	21	71.43	105	52.50	26	45	71	35.50	27	47	14	4	36	2	 	 	 
2016	12280	30138	McKendree	-	Totals	-	-	-	-	-	600:00	57	152	37.50	9	35	25.71	43	59	72.88	166	55.33	35	82	117	39.00	29	66	25	4	58	3	1	 	 
2016	12280	30138	McKendree	-	Opponent Totals	-	-	-	-	-	600:00	62	191	32.46	23	79	29.11	41	53	77.36	188	62.67	52	67	119	39.67	38	46	27	4	68	3	2	 	 
2016	12280	407	Mercy	-	Totals	-	-	-	-	-	600:00	48	153	31.37	16	59	27.12	46	69	66.67	158	52.67	32	84	116	38.67	34	84	21	6	49	3	1	 	 
2016	12280	407	Mercy	-	Opponent Totals	-	-	-	-	-	600:00	89	220	40.45	23	69	33.33	25	43	58.14	226	75.33	56	83	139	46.33	55	56	51	7	66	3	1	 	 
2016	12280	408	Mercyhurst	-	Totals	-	-	-	-	-	800:00	101	253	39.92	22	74	29.73	31	63	49.21	255	63.75	49	87	136	34.00	54	57	19	8	75	4	3	 	 
2016	12280	408	Mercyhurst	-	Opponent Totals	-	-	-	-	-	800:00	105	237	44.30	19	68	27.94	56	71	78.87	285	71.25	48	115	163	40.75	59	61	23	16	81	4	4	 	 
2016	12280	410	Merrimack	-	Totals	-	-	-	-	-	800:00	89	226	39.38	10	57	17.54	51	80	63.75	239	59.75	50	109	159	39.75	50	86	29	4	80	4	4	 	 
2016	12280	410	Merrimack	-	Opponent Totals	-	-	-	-	-	800:00	92	228	40.35	27	80	33.75	54	81	66.67	265	66.25	40	98	138	34.50	46	73	35	8	75	4	1	 	 
2016	12280	417	Michigan Tech	-	Totals	-	-	-	-	-	600:00	94	200	47.00	24	61	39.34	22	33	66.67	234	78.00	34	84	118	39.33	65	32	22	18	62	3	1	 	 
2016	12280	417	Michigan Tech	-	Opponent Totals	-	-	-	-	-	600:00	58	156	37.18	8	29	27.59	67	83	80.72	191	63.67	20	78	98	32.67	27	36	15	10	39	3	1	 	 
2016	12280	1222	Midwestern St.	-	Totals	-	-	-	-	-	600:00	56	172	32.56	12	56	21.43	39	57	68.42	163	54.33	42	79	121	40.33	33	58	22	12	53	3	 	 	 
2016	12280	1222	Midwestern St.	-	Opponent Totals	-	-	-	-	-	600:00	67	172	38.95	14	35	40.00	39	56	69.64	187	62.33	30	82	112	37.33	37	49	30	11	61	3	 	 	 
2016	12280	423	Millersville	-	Totals	-	-	-	-	-	600:00	84	208	40.38	14	50	28.00	29	53	54.72	211	70.33	53	71	124	41.33	42	57	34	14	64	3	2	 	 
2016	12280	423	Millersville	-	Opponent Totals	-	-	-	-	-	600:00	76	181	41.99	18	63	28.57	43	65	66.15	213	71.00	42	82	124	41.33	41	70	28	12	51	3	 	 	 
2016	12280	427	Minn. Duluth	-	Totals	-	-	-	-	-	400:00	30	104	28.85	6	25	24.00	32	42	76.19	98	49.00	11	54	65	32.50	17	20	9	7	26	2	1	 	 
2016	12280	427	Minn. Duluth	-	Opponent Totals	-	-	-	-	-	400:00	49	112	43.75	15	40	37.50	13	21	61.90	126	63.00	19	64	83	41.50	28	20	9	9	30	2	 	 	 
2016	12280	383	Minn. St. Mankato	-	Totals	-	-	-	-	-	400:00	41	113	36.28	7	27	25.93	21	32	65.62	110	55.00	18	57	75	37.50	23	48	10	4	38	2	3	 	 
2016	12280	383	Minn. St. Mankato	-	Opponent Totals	-	-	-	-	-	400:00	60	133	45.11	12	40	30.00	27	33	81.82	159	79.50	20	60	80	40.00	27	28	26	6	39	2	 	 	 
2016	12280	1240	Minn. St. Moorhead	-	Totals	-	-	-	-	-	625:00	86	185	46.49	20	55	36.36	58	78	74.36	250	83.33	30	89	119	39.67	46	52	20	14	59	3	2	 	 
2016	12280	1240	Minn. St. Moorhead	-	Opponent Totals	-	-	-	-	-	625:00	81	195	41.54	24	69	34.78	31	48	64.58	217	72.33	34	80	114	38.00	35	56	20	6	65	3	2	 	 
2016	12280	27854	Minn.-Crookston	-	Totals	-	-	-	-	-	600:00	67	162	41.36	23	58	39.66	39	59	66.10	196	65.33	32	95	127	42.33	39	44	19	6	39	3	 	 	 
2016	12280	27854	Minn.-Crookston	-	Opponent Totals	-	-	-	-	-	600:00	66	173	38.15	13	53	24.53	20	47	42.55	165	55.00	26	73	99	33.00	40	36	22	13	58	3	 	 	 
2016	12280	30125	Minot St.	-	Totals	-	-	-	-	-	800:00	107	262	40.84	30	87	34.48	68	93	73.12	312	78.00	48	93	141	35.25	55	57	33	4	82	4	1	 	 
2016	12280	30125	Minot St.	-	Opponent Totals	-	-	-	-	-	799:00	116	232	50.00	36	93	38.71	67	91	73.63	335	83.75	37	118	155	38.75	66	74	22	13	77	4	3	 	 
2016	12280	429	Mississippi Col.	-	Totals	-	-	-	-	-	400:00	49	118	41.53	13	27	48.15	41	66	62.12	152	76.00	25	48	73	36.50	37	37	15	9	42	2	2	 	 
2016	12280	429	Mississippi Col.	-	Opponent Totals	-	-	-	-	-	400:00	57	128	44.53	12	30	40.00	27	40	67.50	153	76.50	29	56	85	42.50	29	49	15	7	47	2	1	 	 
2016	12280	435	Missouri S&T	-	Totals	-	-	-	-	-	600:00	77	188	40.96	13	48	27.08	33	49	67.35	200	66.67	44	71	115	38.33	47	48	43	2	54	3	1	 	 
2016	12280	435	Missouri S&T	-	Opponent Totals	-	-	-	-	-	600:00	52	144	36.11	7	41	17.07	37	48	77.08	148	49.33	22	61	83	27.67	20	70	21	4	53	3	2	 	 
2016	12280	9012	Mo. Southern St.	-	Totals	-	-	-	-	-	600:00	71	178	39.89	17	61	27.87	54	66	81.82	213	71.00	37	83	120	40.00	31	47	19	7	70	3	 	 	 
2016	12280	9012	Mo. Southern St.	-	Opponent Totals	-	-	-	-	-	600:00	67	168	39.88	12	43	27.91	43	67	64.18	189	63.00	31	76	107	35.67	29	55	10	11	71	3	4	 	 
2016	12280	9013	Mo. Western St.	-	Totals	-	-	-	-	-	600:00	104	207	50.24	23	52	44.23	40	47	85.11	271	90.33	30	73	103	34.33	55	49	48	3	56	3	2	 	 
2016	12280	9013	Mo. Western St.	-	Opponent Totals	-	-	-	-	-	600:00	69	171	40.35	18	53	33.96	37	52	71.15	193	64.33	37	76	113	37.67	39	85	13	4	49	3	1	 	 
2016	12280	436	Mo.-St. Louis	-	Totals	-	-	-	-	-	600:00	74	172	43.02	17	54	31.48	39	51	76.47	204	68.00	31	55	86	28.67	47	52	44	9	64	3	3	 	 
2016	12280	436	Mo.-St. Louis	-	Opponent Totals	-	-	-	-	-	600:00	64	149	42.95	16	44	36.36	53	66	80.30	197	65.67	32	71	103	34.33	35	68	21	9	52	3	 	 	 
2016	12280	437	Molloy	-	Totals	-	-	-	-	-	625:00	70	170	41.18	21	47	44.68	34	54	62.96	195	65.00	24	92	116	38.67	32	56	31	10	60	3	2	 	 
2016	12280	437	Molloy	-	Opponent Totals	-	-	-	-	-	625:00	71	198	35.86	8	44	18.18	42	65	64.62	192	64.00	46	90	136	45.33	42	52	24	7	59	3	1	 	 
2016	12280	205	Mont. St. Billings	-	Totals	-	-	-	-	-	600:00	56	170	32.94	22	66	33.33	53	66	80.30	187	62.33	29	70	99	33.00	39	45	24	2	58	3	1	 	 
2016	12280	205	Mont. St. Billings	-	Opponent Totals	-	-	-	-	-	600:00	68	178	38.20	17	67	25.37	39	53	73.58	192	64.00	35	75	110	36.67	36	51	23	13	62	3	4	 	 
2016	12280	1238	Montevallo	-	Totals	-	-	-	-	-	601:00	77	181	42.54	11	48	22.92	25	47	53.19	190	63.33	41	83	124	41.33	37	55	21	14	48	3	 	 	 
2016	12280	1238	Montevallo	-	Opponent Totals	-	-	-	-	-	600:00	77	209	36.84	20	58	34.48	38	54	70.37	212	70.67	58	73	131	43.67	38	44	25	9	53	3	1	 	 
2016	12280	1245	Mount Olive	-	Totals	-	-	-	-	-	400:00	56	129	43.41	6	23	26.09	27	42	64.29	145	72.50	43	63	106	53.00	31	46	24	19	43	2	2	 	 
2016	12280	1245	Mount Olive	-	Opponent Totals	-	-	-	-	-	400:00	42	134	31.34	14	45	31.11	25	39	64.10	123	61.50	37	37	74	37.00	24	40	17	2	37	2	1	 	 
2016	12280	8577	N.M. Highlands	-	Totals	-	-	-	-	-	200:00	17	57	29.82	7	20	35.00	22	36	61.11	63	63.00	12	34	46	46.00	8	15	8	 	28	1	1	 	 
2016	12280	8577	N.M. Highlands	-	Opponent Totals	-	-	-	-	-	200:00	17	64	26.56	3	21	14.29	14	24	58.33	51	51.00	12	32	44	44.00	9	15	9	5	33	1	1	 	 
2016	12280	477	NYIT	-	Totals	-	-	-	-	-	1425:00	163	429	38.00	30	115	26.09	151	198	76.26	507	72.43	97	200	297	42.43	75	106	70	19	105	7	1	 	 
2016	12280	477	NYIT	-	Opponent Totals	-	-	-	-	-	1425:00	176	450	39.11	59	169	34.91	70	99	70.71	481	68.71	91	196	287	41.00	113	120	40	11	166	7	8	 	 
2016	12280	1156	Neb.-Kearney	-	Totals	-	-	-	-	-	800:00	108	244	44.26	27	84	32.14	46	65	70.77	289	72.25	41	105	146	36.50	65	58	32	17	65	4	 	 	 
2016	12280	1156	Neb.-Kearney	-	Opponent Totals	-	-	-	-	-	800:00	101	230	43.91	20	58	34.48	52	73	71.23	274	68.50	28	104	132	33.00	58	59	29	6	67	4	2	 	 
2016	12280	470	New Haven	-	Totals	-	-	-	-	-	800:00	99	257	38.52	24	72	33.33	53	83	63.86	275	68.75	59	105	164	41.00	48	56	30	10	83	4	4	 	 
2016	12280	470	New Haven	-	Opponent Totals	-	-	-	-	-	800:00	94	235	40.00	19	71	26.76	50	74	67.57	257	64.25	51	110	161	40.25	58	67	18	8	86	4	6	 	 
2016	12280	1257	Newberry	-	Totals	-	-	-	-	-	601:00	76	193	39.38	14	63	22.22	26	43	60.47	192	64.00	37	83	120	40.00	52	30	9	6	40	3	 	 	 
2016	12280	1257	Newberry	-	Opponent Totals	-	-	-	-	-	600:00	70	191	36.65	14	51	27.45	23	33	69.70	177	59.00	41	88	129	43.00	21	36	22	10	52	3	 	 	 
2016	12280	30054	Newman	-	Totals	-	-	-	-	-	600:00	63	166	37.95	16	45	35.56	50	62	80.65	192	64.00	40	73	113	37.67	31	42	22	1	50	3	1	 	 
2016	12280	30054	Newman	-	Opponent Totals	-	-	-	-	-	600:00	63	164	38.41	19	65	29.23	30	43	69.77	175	58.33	34	68	102	34.00	43	49	20	13	63	3	2	 	 
2016	12280	487	North Ala.	-	Totals	-	-	-	-	-	800:00	92	247	37.25	33	107	30.84	53	76	69.74	270	67.50	45	87	132	33.00	55	61	45	15	86	4	3	 	 
2016	12280	487	North Ala.	-	Opponent Totals	-	-	-	-	-	800:00	120	247	48.58	19	55	34.55	46	70	65.71	305	76.25	53	124	177	44.25	58	68	29	3	74	4	1	 	 
2016	12280	30052	North Georgia	-	Totals	-	-	-	-	-	600:00	80	201	39.80	20	63	31.75	53	69	76.81	233	77.67	49	94	143	47.67	40	39	15	7	55	3	 	 	 
2016	12280	30052	North Georgia	-	Opponent Totals	-	-	-	-	-	600:00	53	162	32.72	18	57	31.58	41	57	71.93	165	55.00	24	78	102	34.00	21	51	17	4	72	3	2	 	 
2016	12280	9223	North Greenville	-	Totals	-	-	-	-	-	600:00	64	169	37.87	21	59	35.59	28	37	75.68	177	59.00	30	93	123	41.00	25	59	19	7	54	3	 	 	 
2016	12280	9223	North Greenville	-	Opponent Totals	-	-	-	-	-	600:00	68	203	33.50	13	53	24.53	40	59	67.80	189	63.00	52	79	131	43.67	28	33	24	7	51	3	 	 	 
2016	12280	12810	Northeastern St.	-	Totals	-	-	-	-	-	1100:00	106	284	37.32	36	128	28.12	47	66	71.21	295	59.00	50	140	190	38.00	66	65	29	14	82	5	 	 	 
2016	12280	12810	Northeastern St.	-	Opponent Totals	-	-	-	-	-	1100:00	96	279	34.41	40	130	30.77	47	64	73.44	279	55.80	51	137	188	37.60	58	74	29	13	67	5	1	 	 
2016	12280	506	Northern Mich.	-	Totals	-	-	-	-	-	598:00	60	151	39.74	20	57	35.09	28	37	75.68	168	56.00	25	65	90	30.00	30	40	15	5	45	3	1	 	 
2016	12280	506	Northern Mich.	-	Opponent Totals	-	-	-	-	-	600:00	80	169	47.34	25	54	46.30	30	41	73.17	215	71.67	23	77	100	33.33	49	29	22	8	44	3	1	 	 
2016	12280	1266	Northern St.	-	Totals	-	-	-	-	-	801:00	93	215	43.26	17	57	29.82	53	79	67.09	256	64.00	58	109	167	41.75	56	67	24	10	55	4	 	 	 
2016	12280	1266	Northern St.	-	Opponent Totals	-	-	-	-	-	800:00	80	223	35.87	24	72	33.33	32	46	69.57	216	54.00	35	80	115	28.75	40	52	29	7	82	4	1	 	 
2016	12280	507	Northwest Mo. St.	-	Totals	-	-	-	-	-	800:00	75	190	39.47	11	50	22.00	38	57	66.67	199	49.75	30	105	135	33.75	44	80	20	16	80	4	 	 	 
2016	12280	507	Northwest Mo. St.	-	Opponent Totals	-	-	-	-	-	800:00	100	246	40.65	26	78	33.33	61	77	79.22	287	71.75	52	94	146	36.50	55	41	46	16	75	4	1	 	 
2016	12280	1274	Northwest Nazarene	-	Totals	-	-	-	-	-	625:00	90	234	38.46	20	55	36.36	45	67	67.16	245	81.67	61	91	152	50.67	41	47	26	9	69	3	2	 	 
2016	12280	1274	Northwest Nazarene	-	Opponent Totals	-	-	-	-	-	625:00	85	194	43.81	20	54	37.04	54	77	70.13	244	81.33	30	93	123	123.00	42	56	28	19	60	3	1	 	 
2016	12280	30178	Northwestern Okla.	-	Totals	-	-	-	-	-	600:00	55	173	31.79	13	55	23.64	27	42	64.29	150	50.00	39	72	111	37.00	30	57	12	2	47	3	1	 	 
2016	12280	30178	Northwestern Okla.	-	Opponent Totals	-	-	-	-	-	600:00	69	166	41.57	15	54	27.78	44	59	74.58	197	65.67	31	87	118	39.33	36	47	26	13	58	3	 	 	 
2016	12280	510	Northwood (MI)	-	Totals	-	-	-	-	-	600:00	61	165	36.97	15	46	32.61	63	88	71.59	200	66.67	38	82	120	40.00	35	44	27	5	56	3	1	 	 
2016	12280	510	Northwood (MI)	-	Opponent Totals	-	-	-	-	-	600:00	70	167	41.92	16	40	40.00	41	57	71.93	197	65.67	25	76	101	33.67	33	50	20	14	65	3	2	 	 
2016	12280	30126	Notre Dame (OH)	-	Totals	-	-	-	-	-	600:00	83	163	50.92	20	51	39.22	47	65	72.31	233	77.67	28	86	114	38.00	38	53	27	7	54	3	1	 	 
2016	12280	30126	Notre Dame (OH)	-	Opponent Totals	-	-	-	-	-	600:00	86	209	41.15	17	58	29.31	23	35	65.71	212	70.67	44	59	103	34.33	43	40	20	7	63	3	3	 	 
2016	12280	30056	Notre Dame de Namur	-	Totals	-	-	-	-	-	800:00	75	208	36.06	19	61	31.15	41	60	68.33	210	52.50	48	90	138	34.50	37	86	26	3	82	4	2	 	 
2016	12280	30056	Notre Dame de Namur	-	Opponent Totals	-	-	-	-	-	800:00	98	219	44.75	21	63	33.33	51	70	72.86	268	67.00	38	89	127	31.75	67	59	43	13	61	4	 	 	 
2016	12280	24639	Nova Southeastern	-	Totals	-	-	-	-	-	600:00	85	169	50.30	19	52	36.54	61	80	76.25	250	83.33	34	94	128	42.67	45	52	23	13	52	3	 	 	 
2016	12280	24639	Nova Southeastern	-	Opponent Totals	-	-	-	-	-	600:00	72	193	37.31	17	66	25.76	26	40	65.00	187	62.33	32	62	94	31.33	42	46	30	11	75	3	3	 	 
2016	12280	1277	Nyack	-	Totals	-	-	-	-	-	400:00	50	148	33.78	16	40	40.00	21	40	52.50	137	68.50	27	59	86	43.00	31	19	14	4	39	2	2	 	 
2016	12280	1277	Nyack	-	Opponent Totals	-	-	-	-	-	400:00	55	149	36.91	10	52	19.23	30	40	75.00	150	75.00	37	80	117	58.50	24	26	12	6	36	2	 	 	 
2016	12280	1278	Oakland City	-	Totals	-	-	-	-	-	200:00	30	73	41.10	9	22	40.91	6	12	50.00	75	75.00	9	37	46	46.00	23	23	3	2	20	1	 	 	 
2016	12280	1278	Oakland City	-	Opponent Totals	-	-	-	-	-	200:00	33	89	37.08	6	28	21.43	19	24	79.17	91	91.00	22	36	58	58.00	17	17	16	5	18	1	 	 	 
2016	12280	30119	Ohio Dominican	-	Totals	-	-	-	-	-	650:00	81	197	41.12	11	45	24.44	62	79	78.48	235	78.33	45	100	145	48.33	45	65	42	11	51	3	1	 	 
2016	12280	30119	Ohio Dominican	-	Opponent Totals	-	-	-	-	-	650:00	82	202	40.59	30	85	35.29	22	35	62.86	216	72.00	31	74	105	35.00	54	69	35	11	74	3	 	 	 
2016	12280	15207	Ohio Valley	-	Totals	-	-	-	-	-	400:00	30	111	27.03	6	35	17.14	24	51	47.06	90	45.00	32	61	93	46.50	12	49	11	4	36	2	3	 	 
2016	12280	15207	Ohio Valley	-	Opponent Totals	-	-	-	-	-	400:00	58	142	40.85	9	34	26.47	25	40	62.50	150	75.00	32	59	91	45.50	28	25	28	6	43	2	 	 	 
2016	12280	30202	Okla. Baptist	-	Totals	-	-	-	-	-	600:00	68	174	39.08	16	51	31.37	49	70	70.00	201	67.00	35	79	114	38.00	35	53	21	11	76	3	2	 	 
2016	12280	30202	Okla. Baptist	-	Opponent Totals	-	-	-	-	-	600:00	69	184	37.50	13	62	20.97	57	72	79.17	208	69.33	43	85	128	42.67	26	53	26	6	71	3	1	 	 
2016	12280	30179	Okla. Christian	-	Totals	-	-	-	-	-	800:00	80	254	31.50	23	92	25.00	74	108	68.52	257	64.25	64	123	187	46.75	50	69	40	13	76	4	1	 	 
2016	12280	30179	Okla. Christian	-	Opponent Totals	-	-	-	-	-	800:00	89	258	34.50	30	99	30.30	50	66	75.76	258	64.50	52	126	178	44.50	58	72	36	12	95	4	2	 	 
2016	12280	24342	Okla. Panhandle	-	Totals	-	-	-	-	-	400:00	41	128	32.03	8	34	23.53	21	37	56.76	111	55.50	23	60	83	41.50	28	30	18	8	56	2	2	 	 
2016	12280	24342	Okla. Panhandle	-	Opponent Totals	-	-	-	-	-	400:00	37	121	30.58	9	33	27.27	41	66	62.12	124	62.00	28	60	88	44.00	14	31	15	3	41	2	1	 	 
2016	12280	1289	Ouachita Baptist	-	Totals	-	-	-	-	-	600:00	61	177	34.46	18	80	22.50	61	73	83.56	201	67.00	25	81	106	35.33	31	50	22	3	74	3	2	 	 
2016	12280	1289	Ouachita Baptist	-	Opponent Totals	-	-	-	-	-	600:00	75	199	37.69	16	58	27.59	64	82	78.05	230	76.67	49	93	142	47.33	32	48	25	7	79	3	 	 	 
2016	12280	2682	P.R.-Bayamon	-	Totals	-	-	-	-	-	600:00	70	188	37.23	18	62	29.03	26	58	44.83	184	61.33	31	86	117	39.00	31	48	33	11	69	3	1	 	 
2016	12280	2682	P.R.-Bayamon	-	Opponent Totals	-	-	-	-	-	600:00	65	175	37.14	22	64	34.38	41	69	59.42	193	64.33	38	102	140	46.67	29	59	20	7	54	3	 	 	 
2016	12280	2716	P.R.-Rio Piedras	-	Totals	-	-	-	-	-	400:00	28	102	27.45	3	29	10.34	12	26	46.15	71	35.50	13	52	65	32.50	9	38	11	3	35	2	 	 	 
2016	12280	2716	P.R.-Rio Piedras	-	Opponent Totals	-	-	-	-	-	400:00	59	142	41.55	16	44	36.36	25	37	67.57	159	79.50	41	70	111	55.50	36	23	25	5	21	2	 	 	 
2016	12280	533	Pace	-	Totals	-	-	-	-	-	600:00	71	162	43.83	23	58	39.66	40	58	68.97	205	68.33	31	80	111	37.00	48	66	17	11	61	3	 	 	 
2016	12280	533	Pace	-	Opponent Totals	-	-	-	-	-	600:00	65	181	35.91	10	40	25.00	36	59	61.02	176	58.67	40	64	104	34.67	33	61	28	7	63	3	1	 	 
2016	12280	535	Paine	-	Totals	-	-	-	-	-	1000:00	98	245	40.00	11	65	16.92	53	80	66.25	260	65.00	51	91	142	35.50	55	84	39	9	89	4	4	 	 
2016	12280	535	Paine	-	Opponent Totals	-	-	-	-	-	1000:00	119	253	47.04	29	73	39.73	63	97	64.95	330	82.50	64	109	173	43.25	70	76	48	16	79	4	 	 	 
2016	12280	30045	Palm Beach Atl.	-	Totals	-	-	-	-	-	625:00	71	177	40.11	11	41	26.83	28	42	66.67	181	60.33	44	84	128	42.67	24	96	26	2	67	3	3	 	 
2016	12280	30045	Palm Beach Atl.	-	Opponent Totals	-	-	-	-	-	625:00	74	191	38.74	14	55	25.45	51	68	75.00	213	71.00	41	74	115	38.33	40	66	55	13	50	3	 	 	 
2016	12280	542	Pfeiffer	-	Totals	-	-	-	-	-	200:00	18	40	45.00	3	11	27.27	9	14	64.29	48	48.00	5	25	30	30.00	15	29	9	3	23	1	2	 	 
2016	12280	542	Pfeiffer	-	Opponent Totals	-	-	-	-	-	200:00	22	66	33.33	3	11	27.27	13	21	61.90	60	60.00	22	20	42	42.00	13	16	9	3	17	1	 	 	 
2016	12280	543	Philadelphia U.	-	Totals	-	-	-	-	-	600:00	65	163	39.88	9	35	25.71	25	41	60.98	164	54.67	31	71	102	34.00	38	54	31	5	49	3	 	 	 
2016	12280	543	Philadelphia U.	-	Opponent Totals	-	-	-	-	-	600:00	67	167	40.12	21	55	38.18	21	38	55.26	176	58.67	36	73	109	36.33	49	54	26	7	48	3	 	 	 
2016	12280	546	Pitt.-Johnstown	-	Totals	-	-	-	-	-	800:00	104	250	41.60	26	88	29.55	45	64	70.31	279	69.75	48	97	145	36.25	56	76	38	14	83	4	3	 	 
2016	12280	546	Pitt.-Johnstown	-	Opponent Totals	-	-	-	-	-	800:00	98	249	39.36	9	48	18.75	58	80	72.50	263	65.75	60	104	164	41.00	50	83	36	13	76	4	1	 	 
2016	12280	1314	Pittsburg St.	-	Totals	-	-	-	-	-	799:00	100	219	45.66	33	97	34.02	70	94	74.47	303	75.75	46	101	147	36.75	60	54	32	13	65	4	2	 	 
2016	12280	1314	Pittsburg St.	-	Opponent Totals	-	-	-	-	-	800:00	79	223	35.43	15	63	23.81	41	54	75.93	214	53.50	49	83	132	33.00	43	72	24	14	83	4	1	 	 
2016	12280	30149	Point Loma	-	Totals	-	-	-	-	-	225:00	29	63	46.03	8	18	44.44	18	23	78.26	84	84.00	10	30	40	40.00	20	13	6	3	15	1	 	 	 
2016	12280	30149	Point Loma	-	Opponent Totals	-	-	-	-	-	225:00	29	72	40.28	9	35	25.71	11	17	64.71	78	78.00	15	28	43	43.00	14	11	8	 	20	1	2	 	 
2016	12280	1318	Post	-	Totals	-	-	-	-	-	799:00	82	243	33.74	17	64	26.56	41	61	67.21	222	55.50	39	121	160	40.00	41	91	23	11	77	4	1	 	 
2016	12280	1318	Post	-	Opponent Totals	-	-	-	-	-	800:00	111	258	43.02	14	61	22.95	64	99	64.65	300	75.00	45	131	176	44.00	53	62	50	8	76	4	2	 	 
2016	12280	11504	Queens (NC)	-	Totals	-	-	-	-	-	600:00	71	177	40.11	11	40	27.50	40	56	71.43	193	64.33	43	71	114	38.00	44	46	20	3	57	3	2	 	 
2016	12280	11504	Queens (NC)	-	Opponent Totals	-	-	-	-	-	600:00	68	176	38.64	10	43	23.26	27	54	50.00	173	57.67	52	72	124	41.33	36	58	24	12	61	3	3	 	 
2016	12280	560	Queens (NY)	-	Totals	-	-	-	-	-	400:00	55	124	44.35	6	19	31.58	25	43	58.14	141	70.50	25	47	72	36.00	32	33	24	7	34	2	1	 	 
2016	12280	560	Queens (NY)	-	Opponent Totals	-	-	-	-	-	400:00	49	123	39.84	9	30	30.00	20	26	76.92	127	63.50	27	55	82	41.00	31	42	18	2	35	2	1	 	 
2016	12280	561	Quincy	-	Totals	-	-	-	-	-	600:00	74	167	44.31	26	51	50.98	35	44	79.55	209	69.67	34	73	107	35.67	46	39	24	8	55	3	1	 	 
2016	12280	561	Quincy	-	Opponent Totals	-	-	-	-	-	600:00	59	162	36.42	15	55	27.27	31	43	72.09	164	54.67	36	63	99	33.00	32	48	26	5	48	3	 	 	 
2016	12280	568	Regis (CO)	-	Totals	-	-	-	-	-	800:00	86	202	42.57	17	59	28.81	40	54	74.07	229	57.25	40	97	137	34.25	45	79	19	8	93	4	2	 	 
